symbol,date,open,high,low,close,volume
AAPL,2024-06-17,213.37,218.95,212.72,216.67,93728300.0
AAPL,2024-06-14,213.85,215.17,211.3,212.49,70122748.0
AAPL,2024-06-13,214.74,216.75,211.6,214.24,97862729.0
AAPL,2024-06-12,207.37,220.2,206.9,213.07,198134300.0
AAPL,2024-06-11,193.65,207.16,193.63,207.15,172373300.0
AAPL,2024-06-10,196.9,197.3,192.15,193.12,97262100.0
AAPL,2024-06-07,194.65,196.94,194.14,196.89,53103912.0
AAPL,2024-06-06,195.69,196.5,194.17,194.48,41181800.0
AAPL,2024-06-05,195.4,196.9,194.87,195.87,54156800.0
AAPL,2024-06-04,194.64,195.32,193.03,194.35,47471445.0
AAPL,2024-06-03,192.9,194.99,192.52,194.03,50080539.0
AAPL,2024-05-31,191.44,192.57,189.91,192.25,75158300.0
AAPL,2024-05-30,190.76,192.18,190.63,191.29,49947941.0
AAPL,2024-05-29,189.61,192.25,189.51,190.29,53068016.0
AAPL,2024-05-28,191.51,193.0,189.1,189.99,52280100.0
AAPL,2024-05-24,188.82,190.58,188.04,189.98,36326975.0
AAPL,2024-05-23,190.98,191.0,186.63,186.88,51005924.0
AAPL,2024-05-22,192.27,192.82,190.27,190.9,34648547.0
AAPL,2024-05-21,191.09,192.73,190.92,192.35,42309401.0
AAPL,2024-05-20,189.33,191.92,189.01,191.04,44361300.0
AAPL,2024-05-17,189.51,190.81,189.18,189.87,41282925.0
AAPL,2024-05-16,190.47,191.1,189.66,189.84,52845230.0
AAPL,2024-05-15,187.91,190.65,187.37,189.72,70400000.0
AAPL,2024-05-14,187.51,188.3,186.29,187.43,52393619.0
AAPL,2024-05-13,185.44,187.1,184.62,186.28,72044809.0
AAPL,2024-05-10,184.9,185.09,182.13,183.05,50759500.0
AAPL,2024-05-09,182.56,184.66,182.11,184.57,48983000.0
AAPL,2024-05-08,182.85,183.07,181.45,182.74,45057100.0
AAPL,2024-05-07,183.45,184.9,181.32,182.4,77305800.0
AAPL,2024-05-06,182.35,184.2,180.42,181.71,78569700.0
AAPL,2024-05-03,186.65,187.0,182.66,183.38,163224109.0
AAPL,2024-05-02,172.51,173.42,170.89,173.03,94214915.0
AAPL,2024-05-01,169.58,172.71,169.11,169.3,50383147.0
AAPL,2024-04-30,173.33,174.99,170.0,170.33,65934800.0
AAPL,2024-04-29,173.37,176.03,173.1,173.5,68169419.0
AAPL,2024-04-26,169.88,171.34,169.18,169.3,44838400.0
AAPL,2024-04-25,169.53,170.61,168.15,169.89,50558329.0
AAPL,2024-04-24,166.54,169.3,166.21,169.02,48251835.0
AAPL,2024-04-23,165.35,167.05,164.92,166.9,49537800.0
AAPL,2024-04-22,165.52,167.26,164.77,165.84,48116443.0
AAPL,2024-04-19,166.21,166.4,164.08,165.0,68149377.0
AAPL,2024-04-18,168.03,168.64,166.55,167.04,43122903.0
AAPL,2024-04-17,169.61,170.65,168.0,168.0,50901210.0
AAPL,2024-04-16,171.75,173.76,168.27,169.38,73711235.0
AAPL,2024-04-15,175.36,176.63,172.5,172.69,73531800.0
AAPL,2024-04-12,174.26,178.36,174.21,176.55,101670886.0
AAPL,2024-04-11,168.34,175.46,168.16,175.04,91070300.0
AAPL,2024-04-10,168.8,169.09,167.11,167.78,49709336.0
AAPL,2024-04-09,168.7,170.08,168.35,169.67,42451209.0
AAPL,2024-04-08,169.03,169.2,168.24,168.45,37425513.0
AAPL,2024-04-05,169.59,170.39,168.95,169.58,42104826.0
AAPL,2024-04-04,170.29,171.92,168.82,168.82,53704400.0
AAPL,2024-04-03,168.79,170.68,168.58,169.65,47691715.0
AAPL,2024-04-02,169.08,169.34,168.23,168.84,49329500.0
AAPL,2024-04-01,171.19,171.25,169.48,170.03,46240500.0
AAPL,2024-03-28,171.75,172.23,170.51,171.48,65672700.0
AAPL,2024-03-27,170.41,173.6,170.11,173.31,60273300.0
AAPL,2024-03-26,170.0,171.42,169.58,169.71,57388449.0
AAPL,2024-03-25,170.57,171.94,169.45,170.85,54288328.0
AAPL,2024-03-22,171.76,173.05,170.06,172.28,71160138.0
AAPL,2024-03-21,177.05,177.49,170.84,171.37,106181300.0
AAPL,2024-03-20,175.72,178.67,175.09,178.67,53423102.0
AAPL,2024-03-19,174.34,176.61,173.03,176.08,55215244.0
AAPL,2024-03-18,175.57,177.71,173.52,173.72,75604200.0
AAPL,2024-03-15,171.17,172.62,170.29,172.62,121752699.0
AAPL,2024-03-14,172.91,174.31,172.05,173.0,72913507.0
AAPL,2024-03-13,172.77,173.19,170.76,171.13,52488700.0
AAPL,2024-03-12,173.15,174.03,171.01,173.23,59825400.0
AAPL,2024-03-11,172.94,174.38,172.05,172.75,60139500.0
AAPL,2024-03-08,169.0,173.7,168.94,170.73,76267041.0
AAPL,2024-03-07,169.15,170.73,168.49,169.0,71765100.0
AAPL,2024-03-06,171.06,171.24,168.68,169.12,68587707.0
AAPL,2024-03-05,170.76,172.04,169.62,170.12,95132400.0
AAPL,2024-03-04,176.15,176.9,173.79,175.1,81510101.0
AAPL,2024-03-01,179.55,180.53,177.38,179.66,73563082.0
AAPL,2024-02-29,181.27,182.57,179.53,180.75,136682600.0
AAPL,2024-02-28,182.51,183.12,180.13,181.42,48953939.0
AAPL,2024-02-27,181.1,183.92,179.56,182.63,54318900.0
AAPL,2024-02-26,182.24,182.76,180.65,181.16,40867421.0
AAPL,2024-02-23,185.01,185.04,182.23,182.52,45119700.0
AAPL,2024-02-22,183.48,184.96,182.46,184.37,52292208.0
AAPL,2024-02-21,181.94,182.89,180.66,182.32,41529700.0
AAPL,2024-02-20,181.79,182.43,180.0,181.56,53665600.0
AAPL,2024-02-16,183.42,184.85,181.67,182.31,49752465.0
AAPL,2024-02-15,183.55,184.49,181.35,183.86,65434500.0
AAPL,2024-02-14,185.32,185.53,182.44,184.15,54630517.0
AAPL,2024-02-13,185.77,186.21,183.51,185.04,56529529.0
AAPL,2024-02-12,188.42,188.67,186.79,187.15,41781934.0
AAPL,2024-02-09,188.65,189.99,188.0,188.85,45155216.0
AAPL,2024-02-08,189.39,189.54,187.35,188.32,40962046.0
AAPL,2024-02-07,190.64,191.05,188.61,189.41,53439000.0
AAPL,2024-02-06,186.86,189.31,186.77,189.3,43490800.0
AAPL,2024-02-05,188.15,189.25,185.84,187.68,69668820.0
AAPL,2024-02-02,179.86,187.33,179.25,185.85,102551680.0
AAPL,2024-02-01,183.99,186.95,183.82,186.86,64885408.0
AAPL,2024-01-31,187.04,187.1,184.35,184.4,55467803.0
AAPL,2024-01-30,190.94,191.8,187.47,188.04,55859400.0
AAPL,2024-01-29,192.01,192.2,189.58,191.73,47145622.0
AAPL,2024-01-26,194.27,194.76,191.94,192.42,44594011.0
AAPL,2024-01-25,195.22,196.27,193.11,194.17,54822126.0
AAPL,2024-01-24,195.42,196.38,194.34,194.5,53631316.0
AAPL,2024-01-23,195.02,195.75,193.83,195.18,42355600.0
AAPL,2024-01-22,192.3,195.33,192.26,193.89,60133900.0
AAPL,2024-01-19,189.33,191.95,188.82,191.56,68902985.0
AAPL,2024-01-18,186.09,189.14,185.83,188.63,78005800.0
AAPL,2024-01-17,181.27,182.93,180.3,182.68,47317433.0
AAPL,2024-01-16,182.16,184.26,180.93,183.63,65603041.0
AAPL,2024-01-12,186.06,186.74,185.19,185.92,40477782.0
AAPL,2024-01-11,186.54,187.05,183.62,185.59,49128408.0
AAPL,2024-01-10,184.35,186.4,183.92,186.19,46792908.0
AAPL,2024-01-09,183.92,185.15,182.73,185.14,42841809.0
AAPL,2024-01-08,182.09,185.6,181.5,185.56,59144500.0
AAPL,2024-01-05,181.99,182.76,180.17,181.18,62379661.0
AAPL,2024-01-04,182.15,183.09,180.88,181.91,71983600.0
AAPL,2024-01-03,184.22,185.88,183.43,184.25,58414500.0
AAPL,2024-01-02,187.15,188.44,183.89,185.64,82488700.0
AAPL,2023-12-29,193.9,194.4,191.73,192.53,42672148.0
AAPL,2023-12-28,194.14,194.66,193.17,193.58,34049900.0
AAPL,2023-12-27,192.49,193.5,191.09,193.15,48087700.0
AAPL,2023-12-26,193.61,193.89,192.83,193.05,28919310.0
AAPL,2023-12-22,195.18,195.41,192.97,193.6,37149570.0
AAPL,2023-12-21,196.1,197.08,193.5,194.68,46482549.0
AAPL,2023-12-20,196.9,197.68,194.83,194.83,52242815.0
AAPL,2023-12-19,196.16,196.95,195.89,196.94,40714100.0
AAPL,2023-12-18,196.09,196.63,194.39,195.89,55751900.0
AAPL,2023-12-15,197.53,198.4,197.0,197.57,128538401.0
AAPL,2023-12-14,198.02,199.62,196.16,198.11,66831600.0
AAPL,2023-12-13,195.09,198.0,194.85,197.96,70404200.0
AAPL,2023-12-12,193.08,194.72,191.72,194.71,52696900.0
AAPL,2023-12-11,193.11,193.49,191.42,193.18,60943700.0
AAPL,2023-12-08,194.2,195.99,193.67,195.71,53406358.0
AAPL,2023-12-07,193.63,195.0,193.59,194.27,47477700.0
AAPL,2023-12-06,194.45,194.76,192.11,192.32,41089737.0
AAPL,2023-12-05,190.21,194.4,190.18,193.42,66628400.0
AAPL,2023-12-04,189.98,190.05,187.45,189.43,43389519.0
AAPL,2023-12-01,190.33,191.56,189.23,191.24,45704823.0
AAPL,2023-11-30,189.84,190.32,188.19,189.95,48794400.0
AAPL,2023-11-29,190.9,192.09,188.97,189.37,43014224.0
AAPL,2023-11-28,189.78,191.08,189.4,190.4,38415419.0
AAPL,2023-11-27,189.92,190.67,188.9,189.79,40552609.0
AAPL,2023-11-24,190.87,190.9,189.25,189.97,24048344.0
AAPL,2023-11-22,191.49,192.93,190.83,191.31,39630011.0
AAPL,2023-11-21,191.41,191.52,189.74,190.64,38134500.0
AAPL,2023-11-20,189.89,191.91,189.88,191.45,46538614.0
AAPL,2023-11-17,190.25,190.38,188.57,189.69,50941404.0
AAPL,2023-11-16,189.57,190.96,188.65,189.71,54412915.0
AAPL,2023-11-15,187.85,189.5,187.78,188.01,53790500.0
AAPL,2023-11-14,187.7,188.11,186.3,187.44,60108400.0
AAPL,2023-11-13,185.82,186.03,184.21,184.8,43627519.0
AAPL,2023-11-10,183.97,186.57,183.53,186.4,66177922.0
AAPL,2023-11-09,182.96,184.12,181.81,182.41,53763540.0
AAPL,2023-11-08,182.35,183.45,181.59,182.89,49340300.0
AAPL,2023-11-07,179.18,182.44,178.97,181.82,70530000.0
AAPL,2023-11-06,176.38,179.43,176.21,179.23,63841310.0
AAPL,2023-11-03,174.24,176.82,173.35,176.65,79829246.0
AAPL,2023-11-02,175.52,177.78,175.46,177.57,77334800.0
AAPL,2023-11-01,171.0,174.23,170.12,173.97,56934906.0
AAPL,2023-10-31,169.35,170.9,167.9,170.77,44846017.0
AAPL,2023-10-30,169.02,171.17,168.87,170.29,51131000.0
AAPL,2023-10-27,166.91,168.96,166.83,168.22,58499129.0
AAPL,2023-10-26,170.37,171.38,165.67,166.89,70625300.0
AAPL,2023-10-25,171.88,173.06,170.65,171.1,57157000.0
AAPL,2023-10-24,173.05,173.67,171.45,173.44,43816644.0
AAPL,2023-10-23,170.91,174.01,169.93,173.0,55980109.0
AAPL,2023-10-20,175.31,175.42,172.64,172.88,64244028.0
AAPL,2023-10-19,176.04,177.84,175.19,175.46,59302900.0
AAPL,2023-10-18,175.58,177.58,175.11,175.84,54764400.0
AAPL,2023-10-17,176.65,178.42,174.8,177.15,57549400.0
AAPL,2023-10-16,176.75,179.08,176.51,178.72,52517000.0
AAPL,2023-10-13,181.42,181.93,178.14,178.85,51456082.0
AAPL,2023-10-12,180.07,182.34,179.04,180.71,56743119.0
AAPL,2023-10-11,178.2,179.85,177.6,179.8,47551100.0
AAPL,2023-10-10,178.1,179.72,177.95,178.39,43698019.0
AAPL,2023-10-09,176.81,179.05,175.8,178.99,42390800.0
AAPL,2023-10-06,173.8,177.99,173.18,177.49,57266675.0
AAPL,2023-10-05,173.79,175.45,172.68,174.91,48527918.0
AAPL,2023-10-04,171.09,174.21,170.97,173.66,53020300.0
AAPL,2023-10-03,172.26,173.63,170.82,172.4,49594613.0
AAPL,2023-10-02,171.22,174.3,170.93,173.75,52164535.0
AAPL,2023-09-29,172.02,173.07,170.34,171.21,51861083.0
AAPL,2023-09-28,169.34,172.03,167.62,170.69,56294419.0
AAPL,2023-09-27,172.62,173.04,169.05,170.43,66921808.0
AAPL,2023-09-26,174.82,175.2,171.66,171.96,64588945.0
AAPL,2023-09-25,174.2,176.97,174.15,176.08,46172740.0
AAPL,2023-09-22,174.67,177.08,174.05,174.79,56725400.0
AAPL,2023-09-21,174.55,176.3,173.86,173.93,63149116.0
AAPL,2023-09-20,179.26,179.7,175.4,175.49,58436200.0
AAPL,2023-09-19,177.52,179.63,177.13,179.07,51826941.0
AAPL,2023-09-18,176.48,179.38,176.17,177.97,67257600.0
AAPL,2023-09-15,176.48,176.5,173.82,175.01,109259461.0
AAPL,2023-09-14,174.0,176.1,173.58,175.74,60895800.0
AAPL,2023-09-13,176.51,177.3,173.98,174.21,84267928.0
AAPL,2023-09-12,179.49,180.13,174.82,176.3,90370200.0
AAPL,2023-09-11,180.07,180.3,177.34,179.36,58953100.0
AAPL,2023-09-08,178.35,180.24,177.79,178.18,65602066.0
AAPL,2023-09-07,175.18,178.21,173.54,177.56,112488803.0
AAPL,2023-09-06,188.4,188.85,181.47,182.91,81755816.0
AAPL,2023-09-05,188.28,189.98,187.61,189.7,45280027.0
AAPL,2023-09-01,189.49,189.92,188.28,189.46,45766503.0
AAPL,2023-08-31,187.84,189.12,187.48,187.87,60794500.0
AAPL,2023-08-30,184.94,187.85,184.74,187.65,60813900.0
AAPL,2023-08-29,179.7,184.9,179.5,184.12,53003948.0
AAPL,2023-08-28,180.09,180.59,178.55,180.19,43820700.0
AAPL,2023-08-25,177.38,179.15,175.82,178.61,51449600.0
AAPL,2023-08-24,180.67,181.1,176.01,176.38,54945800.0
AAPL,2023-08-23,178.52,181.55,178.33,181.12,52722800.0
AAPL,2023-08-22,177.06,177.68,176.25,177.23,42084245.0
AAPL,2023-08-21,175.07,176.13,173.74,175.84,46311900.0
AAPL,2023-08-18,172.3,175.1,171.96,174.49,61172150.0
AAPL,2023-08-17,177.14,177.51,173.48,174.0,66062900.0
